"2016-10-27"	1
"2016-11-28"	1
"2016-11-29"	1
"2016-11-30"	1
"2016-12-01"	1
"2016-12-02"	1
"2017-02-14"	1
"2017-02-15"	1
"2017-02-23"	1
"2017-02-24"	2
"2017-03-01"	1
"2017-03-02"	6
"2017-03-03"	1
"2017-03-06"	3
"2017-03-07"	3
"2017-03-08"	2
"2017-03-09"	1
"2017-03-10"	1
"2017-03-13"	1
"2017-03-14"	4
"2017-03-15"	1
"2017-03-16"	2
"2017-03-17"	3
"2017-03-20"	2
"2017-03-21"	2
"2017-03-22"	2
"2017-03-23"	2
"2017-03-24"	4
"2017-03-28"	1
"2017-03-29"	4
"2017-03-30"	5
"2017-03-31"	3
"2017-04-03"	4
"2017-04-05"	3
"2017-04-06"	1
"2017-04-07"	2
"2017-04-10"	2
"2017-04-11"	6
"2017-04-13"	3
"2017-04-17"	2
"2017-04-18"	2
"2017-04-19"	2
"2017-04-20"	3
"2017-04-25"	3
"2017-04-27"	3
"2017-05-02"	5
"2017-05-03"	2
"2017-05-04"	4
"2017-05-05"	1
"2017-05-09"	2
"2017-05-10"	1
"2017-05-11"	2
"2017-05-15"	4
"2017-05-16"	3
"2017-05-17"	2
"2017-05-18"	2
"2017-05-19"	5
"2017-05-22"	3
"2017-05-23"	1
"2017-05-24"	1
"2017-05-25"	4
"2017-05-26"	2
"2017-05-29"	3
"2017-05-30"	5
"2017-05-31"	5
"2017-06-01"	3
"2017-06-02"	4
"2017-06-05"	5
"2017-06-06"	8
"2017-06-07"	3
"2017-06-08"	1
"2017-06-09"	1
"2017-06-12"	1
"2017-06-13"	1
"2017-06-14"	2
"2017-06-16"	5
"2017-06-19"	2
"2017-06-20"	6
"2017-06-21"	3
"2017-06-22"	3
"2017-06-23"	3
"2017-06-26"	6
"2017-06-27"	3
"2017-06-28"	8
"2017-06-29"	1
"2017-06-30"	7
"2017-07-03"	8
"2017-07-04"	2
"2017-07-05"	2
"2017-07-06"	3
"2017-07-07"	1
"2017-07-10"	3
"2017-07-11"	5
"2017-07-13"	5
"2017-07-14"	2
"2017-07-18"	3
"2017-07-19"	5
"2017-07-20"	2
"2017-07-21"	3
"2017-07-24"	1
"2017-07-25"	4
"2017-07-26"	5
"2017-07-27"	5
"2017-07-31"	4
"2017-08-01"	7
"2017-08-02"	1
"2017-08-03"	4
"2017-08-04"	2
"2017-08-07"	3
"2017-08-08"	5
"2017-08-09"	6
"2017-08-10"	3
"2017-08-11"	4
"2017-08-14"	3
"2017-08-15"	4
"2017-08-16"	2
"2017-08-17"	3
"2017-08-18"	3
"2017-08-21"	4
"2017-08-22"	2
"2017-08-23"	2
"2017-08-24"	1
"2017-08-25"	2
"2017-08-28"	9
"2017-08-29"	4
"2017-08-30"	3
"2017-08-31"	7
"2017-09-01"	5
"2017-09-04"	4
"2017-09-05"	6
"2017-09-06"	6
"2017-09-08"	3
"2017-09-11"	5
"2017-09-12"	2
"2017-09-13"	5
"2017-09-14"	6
"2017-09-15"	6
"2017-09-18"	2
"2017-09-19"	6
"2017-09-20"	8
"2017-09-21"	9
"2017-09-25"	3
"2017-09-26"	5
"2017-09-27"	1
"2017-09-28"	4
"2017-09-29"	3
"2017-10-02"	8
"2017-10-03"	3
"2017-10-04"	8
"2017-10-05"	1
"2017-10-06"	4
"2017-10-09"	4
"2017-10-10"	3
"2017-10-11"	1
"2017-10-13"	5
"2017-10-16"	6
"2017-10-17"	4
"2017-10-18"	2
"2017-10-19"	4
"2017-10-20"	4
"2017-10-24"	2
"2017-10-25"	4
"2017-10-26"	3
"2017-10-27"	9
"2017-10-30"	8
"2017-10-31"	9
"2017-11-01"	4
"2017-11-03"	9
"2017-11-06"	8
"2017-11-07"	9
"2017-11-08"	9
"2017-11-09"	4
"2017-11-10"	12
"2017-11-13"	3
"2017-11-14"	7
"2017-11-16"	12
"2017-11-17"	3
"2017-11-21"	3
"2017-11-22"	6
"2017-11-23"	3
"2017-11-24"	9
"2017-11-27"	10
"2017-11-28"	2
"2017-11-29"	4
"2017-11-30"	3
"2017-12-01"	4
"2017-12-04"	3
"2017-12-05"	10
"2017-12-06"	4
"2017-12-07"	10
"2017-12-08"	6
"2017-12-11"	7
"2017-12-12"	1
"2017-12-13"	4
"2017-12-14"	3
"2017-12-15"	6
"2017-12-18"	9
"2017-12-19"	8
"2017-12-20"	11
"2017-12-21"	9
"2017-12-22"	4
"2017-12-26"	9
"2017-12-27"	6
"2017-12-28"	8
"2017-12-29"	9
"2018-01-02"	3
"2018-01-03"	4
"2018-01-04"	7
"2018-01-05"	13
"2018-01-08"	7
"2018-01-09"	7
"2018-01-10"	2
"2018-01-11"	6
"2018-01-12"	3
"2018-01-15"	2
"2018-01-16"	4
"2018-01-17"	3
"2018-01-18"	8
"2018-01-19"	2
"2018-01-22"	6
"2018-01-23"	1
"2018-01-24"	5
"2018-01-26"	6
"2018-01-29"	6
"2018-01-30"	9
"2018-02-01"	3
"2018-02-02"	13
"2018-02-05"	11
"2018-02-06"	6
"2018-02-07"	7
"2018-02-08"	9
"2018-02-09"	3
"2018-02-14"	15
"2018-02-15"	7
"2018-02-16"	15
"2018-02-19"	6
"2018-02-20"	8
"2018-02-21"	5
"2018-02-22"	5
"2018-02-23"	14
"2018-02-26"	9
"2018-03-01"	4
"2018-03-02"	1
"2018-03-05"	2
"2018-03-06"	11
"2018-03-07"	7
"2018-03-08"	5
"2018-03-09"	6
"2018-03-12"	3
"2018-03-13"	10
"2018-03-14"	9
"2018-03-15"	12
"2018-03-16"	6
"2018-03-19"	5
"2018-03-20"	12
"2018-03-21"	11
"2018-03-22"	5
"2018-03-23"	5
"2018-03-26"	6
"2018-03-27"	7
"2018-03-28"	2
"2018-03-29"	9
"2018-04-02"	6
"2018-04-03"	12
"2018-04-04"	10
"2018-04-05"	8
"2018-04-06"	12
"2018-04-09"	5
"2018-04-10"	5
"2018-04-11"	3
"2018-04-12"	12
"2018-04-13"	5
"2018-04-16"	8
"2018-04-17"	4
"2018-04-18"	12
"2018-04-19"	6
"2018-04-20"	4
"2018-04-23"	6
"2018-04-24"	4
"2018-04-25"	4
"2018-04-26"	8
"2018-04-27"	7
"2018-04-30"	7
"2018-05-02"	4
"2018-05-03"	4
"2018-05-04"	7
"2018-05-07"	4
"2018-05-08"	7
"2018-05-09"	8
"2018-05-10"	9
"2018-05-11"	5
"2018-05-14"	3
"2018-05-15"	8
"2018-05-16"	9
"2018-05-17"	9
"2018-05-18"	6
"2018-05-21"	9
"2018-05-22"	9
"2018-05-23"	11
"2018-05-24"	3
"2018-05-25"	8
"2018-05-28"	15
"2018-05-29"	12
"2018-05-30"	6
"2018-06-01"	10
"2018-06-04"	6
"2018-06-05"	10
"2018-06-06"	11
"2018-06-07"	3
"2018-06-08"	10
"2018-06-11"	4
"2018-06-12"	2
"2018-06-13"	4
"2018-06-14"	5
"2018-06-18"	8
"2018-06-19"	3
"2018-06-20"	6
"2018-06-21"	4
"2018-06-25"	4
"2018-06-26"	1
"2018-06-28"	2
"2018-06-29"	11
"2018-07-03"	8
"2018-07-04"	5
"2018-07-05"	16
"2018-07-11"	9
"2018-07-12"	11
"2018-07-13"	6
"2018-07-16"	7
"2018-07-17"	13
"2018-07-18"	8
"2018-07-19"	9
"2018-07-20"	8
"2018-07-23"	5
"2018-07-24"	10
"2018-07-25"	11
"2018-07-26"	5
"2018-07-27"	1
"2018-07-30"	2
"2018-07-31"	11
"2018-08-01"	7
"2018-08-02"	8
"2018-08-03"	12
"2018-08-06"	16
"2018-08-07"	4
"2018-08-08"	12
"2018-08-09"	9
"2018-08-10"	9
"2018-08-13"	7
"2018-08-14"	5
"2018-08-15"	8
"2018-08-16"	3
"2018-08-17"	18
"2018-08-20"	11
"2018-08-21"	4
"2018-08-22"	21
"2018-08-23"	7
"2018-08-24"	5
"2018-08-27"	12
"2018-08-28"	6
"2018-08-29"	7
"2018-08-30"	9
"2018-08-31"	7
"2018-09-03"	5
"2018-09-04"	13
"2018-09-05"	4
"2018-09-06"	2
"2018-09-10"	2
"2018-09-11"	7
"2018-09-12"	3
"2018-09-13"	1
"2018-09-14"	3
"2018-09-18"	1
"2018-09-21"	1
"2018-09-25"	1
"2018-09-26"	2
"2018-10-01"	3
"2018-10-02"	1
